"MonitoringLocationIdentifier","MonitoringLocationName","MonitoringLocationTypeName","State","AU_ID","AU_NAME","Dist_to_AU_m","LongitudeMeasure","LatitudeMeasure"
"BLCKFEET-0000118A","Fox Creek #2","Stream","Montana","MT40T002_010","Divide Creek",11402.8179698582,-113.263587200002,48.7067522200011
"BLCKFEET-000BLANK","Blackfeet Blanks","Stream","Montana","MT41M002_020","Midvale Creek",22667.6389086427,-113.016336100002,48.5669694400011
"CHIPCREE_WQX-BC1","Beaver Creek - near reservation line","Stream","Montana","MT40J002_030","Little Boxelder Creek",4814.52245126063,-109.651266000002,48.2212860000013
"CHIPCREE_WQX-BC2","Below Miner''s Gultch Stream","Stream","Montana","MT40J002_030","Little Boxelder Creek",4995.12833193622,-109.648461000002,48.2073550000013
"CHIPCREE_WQX-BC3","Above Miner''s Gultch Stream","Stream","Montana","MT40J002_030","Little Boxelder Creek",4976.74774736954,-109.648440000002,48.2066600000013
"CHIPCREE_WQX-BC4","Below Cabin Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4760.28644114036,-109.649776000002,48.1947200000013
"CHIPCREE_WQX-BC5","Above Cabin Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4768.02849646109,-109.650265000002,48.1941780000013
"CHIPCREE_WQX-BC6","Below Elk Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4139.45515845253,-109.645633000002,48.1860950000013
"CHIPCREE_WQX-BC7","Above Elk Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4130.00292881226,-109.645623000002,48.1857860000013
"CHIPCREE_WQX-BC8","Beaver Creek Confuence, West & East Fork","Stream","Montana","MT40J002_030","Little Boxelder Creek",3640.92191085313,-109.641233000002,48.1777260000013
"CHIPCREE_WQX-BS1","Big Sandy Crk, near hd waters, on left side of road","Stream","Montana","MT41T002_040","Eagle Creek",3210.02239530604,-109.707221000002,48.1677830000013
"CHIPCREE_WQX-BS10","Reservation boundry","Stream","Montana","MT41T002_040","Eagle Creek",8379.4882531422,-109.825966000002,48.1722020000013
"CHIPCREE_WQX-BS2","Above Ranger Creek","Stream","Montana","MT41T002_040","Eagle Creek",5450.18184412112,-109.754016000002,48.1622600000013
"CHIPCREE_WQX-BS3","Below Ranger Creek","Stream","Montana","MT41T002_040","Eagle Creek",5525.51478741801,-109.755008000002,48.1625630000013
"CHIPCREE_WQX-BS4","Above Wolf Creek","Stream","Montana","MT41T002_040","Eagle Creek",5850.98993305095,-109.761133000002,48.1633930000013
"CHIPCREE_WQX-BS5","below Wolf Creek","Stream","Montana","MT41T002_040","Eagle Creek",5913.48063257512,-109.762316000002,48.1635500000013
"CHIPCREE_WQX-BS7","Below Green Creek","Stream","Montana","MT41T002_040","Eagle Creek",6311.23050823513,-109.773798000002,48.1658820000013
"CHIPCREE_WQX-BS8","Above Muddy Creek, near culvert","Stream","Montana","MT41T002_040","Eagle Creek",8900.71051475526,-109.810891000002,48.1828510000013
"CHIPCREE_WQX-BS9","Below Muddy Creek","Stream","Montana","MT41T002_040","Eagle Creek",9100.02517340627,-109.814561000002,48.1837380000013
"CHIPCREE_WQX-CB1","Cabin Creek, Above Beaver Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4807.64920141988,-109.650571000002,48.1945880000013
"CHIPCREE_WQX-EC1","Eagle Creek just before entering WF","Stream","Montana","MT41T002_040","Eagle Creek",1893.99764082939,-109.661000000002,48.1633940000013
"CHIPCREE_WQX-EF1","East Fork, East and West fork come together","Stream","Montana","MT40J002_030","Little Boxelder Creek",3593.01770107005,-109.640671000002,48.1770990000013
"CHIPCREE_WQX-EF2","Below East Fork dam","Stream","Montana","MT40J002_030","Little Boxelder Creek",3581.25694524811,-109.640601000002,48.1762290000013
"CHIPCREE_WQX-EF3","Above East fork dam","Stream","Montana","MT40J002_030","Little Boxelder Creek",2631.41898731612,-109.627230000002,48.1696200000013
"CHIPCREE_WQX-EK1","Elk Creek, Above Beaver Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4173.30906201245,-109.646128000002,48.1860350000013
"CHIPCREE_WQX-GC1","Gorman Crk, Near cottonwoods","Stream","Montana","MT40H001_010","Big Sandy Creek",12749.2700900534,-109.908838000002,48.2038600000013
"CHIPCREE_WQX-JM1","Trib to W Fork, Below Green water tank South Bowery","Stream","Montana","MT41T002_040","Eagle Creek",2022.99099555803,-109.675031000002,48.1671430000013
"CHIPCREE_WQX-JM2","Trib to Big Sandy, Water pipe","Stream","Montana","MT41T002_040","Eagle Creek",3766.72171458312,-109.713226000002,48.1707910000013
"CHIPCREE_WQX-MC1","Muddy Creek 1","Stream","Montana","MT41T002_040","Eagle Creek",8896.16538834662,-109.764517000002,48.2016830000013
"CHIPCREE_WQX-MC2","Muddy CReek Site 2","Stream","Montana","MT41T002_040","Eagle Creek",9621.98230928458,-109.783883000002,48.1952170000013
"CHIPCREE_WQX-MC3","Below Muddy Creek Turnoff (2007 319 Site)","Stream","Montana","MT41T002_040","Eagle Creek",10029.135241007,-109.799100000002,48.1963830000013
"CHIPCREE_WQX-MG1","Miner''s Gulch, Above Beaver Creek","Stream","Montana","MT40J002_030","Little Boxelder Creek",4983.16715001942,-109.648358000002,48.2071740000013
"CHIPCREE_WQX-RC1","Ranger Crk, Near bottom,before entering BS creek","Stream","Montana","MT41T002_040","Eagle Creek",5468.27483354264,-109.754646000002,48.1620810000013
"CHIPCREE_WQX-UBS1","UBS1","Stream","Montana","MT41T002_040","Eagle Creek",3079.06485802317,-109.706666700002,48.1663888900013
"CHIPCREE_WQX-WB1","White Buffalo","Stream","Montana","MT40J002_030","Little Boxelder Creek",5179.74602896255,-109.651353000002,48.2062619300013
"CHIPCREE_WQX-WC3","Wolf Creek Above Chance Houle 319 project-past house","Stream","Montana","MT40H001_010","Big Sandy Creek",13945.4972462999,-109.804467000002,48.2948500000013
"CHIPCREE_WQX-WCBS1","Wolf Creek Before entering upper Big Sandy Creek","Stream","Montana","MT41T002_040","Eagle Creek",5860.66766913288,-109.761791000002,48.1632120000013
"CHIPCREE_WQX-WF1","West Fork, Before it meets with East Fork","Stream","Montana","MT40J002_030","Little Boxelder Creek",3628.5006966459,-109.641153000002,48.1770730000013
"CHIPCREE_WQX-WF2","Above Amisk Creek","Stream","Montana","MT41T002_040","Eagle Creek",3633.6651439866,-109.644004800002,48.1744890200013
"CHIPCREE_WQX-WF3","Bottom of Amisk Creek, before entering WF","Stream","Montana","MT40J002_030","Little Boxelder Creek",3715.47649769662,-109.642465000002,48.1752380000013
"CHIPCREE_WQX-WF4","Old timber cutting road at base of Baldy","Stream","Montana","MT41T002_040","Eagle Creek",2717.15939478534,-109.652676000002,48.1685510000013
"CHIPCREE_WQX-WF5","Above Eagle Creek, entering WF","Stream","Montana","MT41T002_040","Eagle Creek",1911.79957231091,-109.660833000002,48.1635130000013
"CHIPCREE_WQX-WF6","Below EC Confluence","Stream","Montana","MT41T002_040","Eagle Creek",1908.52315933162,-109.661665000002,48.1638140000013
"CHIPCREE_WQX-WF7","By power pole, before ascending Bowery pk","Stream","Montana","MT41T002_040","Eagle Creek",1902.04833312527,-109.675140000002,48.1660530000013
"COEOMAHA_WQX-FTPRRTW1B","FTPRRTW1B","Stream","Montana","MT40S001_011","Missouri River",449.506419385355,-106.436100000002,48.0156900000015
"CROWNATN-LBHR-065","Little Big Horn River at highway overpass","Stream","Montana","MT42A001_013","Rosebud Creek",28413.5879990108,-107.350470000002,45.3147800000016
"CROWNATN-LBHR-105","Little Big Horn River at Crow Fair Camp grounds","Stream","Montana","MT43R001_010","Bighorn River",21536.1799398243,-107.453611000002,45.6002780000015
"CROWNATN-LBHR-130","Little Big Horn River at Sarpy Bridge","Stream","Montana","MT43R001_010","Bighorn River",4485.54439008034,-107.557778000002,45.7355560000015
"CROWNATN-LG-010","Lodge Grass Creek at headwaters near stateline","Stream","Montana","WYBH100800160100_01","Little Bighorn River",6605.79978814659,-107.687278000002,45.0418610000015
"CROWNATN-LG-020","Lodge Grass Creek at Lodge Grass Clinic","Stream","Montana","MT42A001_013","Rosebud Creek",29884.1095101219,-107.368556000002,45.3094720000016
"CROWNATN-PASS-020","Pass Creek at Mckinley residence","Stream","Montana","WYBH100800160107_01","West Pass Creek",14685.9786558384,-107.404444000002,45.1230560000016
"CROWNATN-PC-010","Pryor Creek at Pryor Gap","Stream","Montana","MT43D002_032","Bluewater Creek",12302.7662511096,-108.544444000002,45.3213890000015
"CROWNATN-PC-020","Pryor Creek near Plenty Coup Park","Stream","Montana","MT43D002_140","Cottonwood Creek",10533.799166565,-108.556944000002,45.4263890000015
"CROWNATN-PC-030","Pryor Creek Near Pryor-Creek Battle site","Stream","Montana","MT43D002_140","Cottonwood Creek",14225.3118566018,-108.425111000002,45.5361110000015
"CROWNATN-RG-010","Rotten Grass Creek","Stream","Montana","MT43Q002_010","Fly Creek",11052.4581357591,-107.806400000002,45.8513900000015
"CROWNATN-Soap-010","Soap Creek","Stream","Montana","MT43Q002_010","Fly Creek",27659.9143397957,-107.797500000002,45.4508300000015
"CROWNATN-Soap-020","Soap Creek","Stream","Montana","MT43Q002_010","Fly Creek",22637.7935385967,-107.933100000002,45.4777800000015
"CSKTRIBE-CRW-BLW-RON-WWTP","Crow Creek After Ronan Sewage lagoons (Mink Lane)","Stream","Montana","MT76M002_140","Mill Creek",20009.1278853305,-114.071200000002,47.3120000000011
"CSKTRIBE-CRW-CNM0015","Crow Creek near Mouth","Stream","Montana","MT76K003_061","Piper Creek",28632.660007762,-114.278287200002,47.4709544700011
"CSKTRIBE-CRW-LCC0404","Lower Crow Below Fish Ladder","Stream","Montana","MT76K003_061","Piper Creek",24783.4495589148,-114.241732500002,47.4971931600011
"CSKTRIBE-CRW-NCC0865","North Crow Campground","Stream","Montana","MT76K003_061","Piper Creek",5651.69134451262,-114.016320800002,47.5772710000011
"CSKTRIBE-CRW-SC-CITY-PK","Ronan Spring Creek below Town of Ronan (Park property)","Stream","Montana","MT76M002_140","Mill Creek",20271.9200004128,-114.061600000002,47.3122000000011
"CSKTRIBE-CRW-SPM0085","Spring Creek near Mouth","Stream","Montana","MT76K003_061","Piper Creek",17815.5544420525,-114.125030300002,47.4946816700011
"CSKTRIBE-CRW-SPR0595","Spring Creek above Ronan","Stream","Montana","MT76K003_061","Piper Creek",12347.6265867013,-114.089276700002,47.5427210100011
"CSKTRIBE-CRW-WMC0018","West Miller Coulee","Stream","Montana","MT76K003_061","Piper Creek",22798.4904390132,-114.221977500002,47.5099876100011
"CSKTRIBE-CRW-WWTF","Crow Creek near WWTF","Stream","Montana","MT76K003_061","Piper Creek",18851.2728985182,-114.148300000002,47.4985000000011
"CSKTRIBE-FHR-CMS1387","Camas Creek at USGS gage","Stream","Montana","MT76N003_170","Henry Creek",3600.39398557499,-114.696021600002,47.4884506700011
"CSKTRIBE-FHR-FPB1126","Flathead River at Perma Bridge","Stream","Montana","MT76L001_010","Flathead River",9663.26689887639,-114.578326700002,47.3675390600011
"CSKTRIBE-FHR-FPO7726","Flathead River at Polson Bridge","Stream","Montana","MT76K003_061","Piper Creek",19009.0723618994,-114.168876200002,47.6951752900011
"CSKTRIBE-FHR-REV0410","Revais Creek","Stream","Montana","MT76M004_040","Josephine Creek",8522.87769197903,-114.403850900002,47.2779795600011
"CSKTRIBE-FLR-POLMAR-AIS","Polson Marina","Stream","Montana","MT76K003_061","Piper Creek",17299.3853350155,-114.142330000002,47.6944570000011
"CSKTRIBE-FLT-BBC0160","Blue Bay Creek ab homesites","Stream","Montana","MT76K001_020","Swan River",12369.2127589014,-114.020379600002,47.8458128900011
"CSKTRIBE-FLT-BBCSKTCG-AIS","Blue Bay CSKT Campground","Stream","Montana","MT76K001_020","Swan River",13723.7012917344,-114.030918000002,47.8266180000011
"CSKTRIBE-FLT-BIGARMSPK-AIS","Big Arm State Park","Stream","Montana","MT76L002_070","Sullivan Creek",21306.2236129076,-114.310730000002,47.8068530000011
"CSKTRIBE-FLT-BNM0145","Blue Bay Creek Near Mouth","Stream","Montana","MT76K001_020","Swan River",13279.4867295165,-114.026105300002,47.8294143800011
"CSKTRIBE-FLT-DAY0084","Dayton Creek","Stream","Montana","MT76L002_070","Sullivan Creek",20546.5905015732,-114.297033200002,47.8667742800011
"CSKTRIBE-FLT-DAYCITYPK-AIS","Dayton City Park","Stream","Montana","MT76L002_070","Sullivan Creek",22277.4699027823,-114.274477000002,47.8623520000011
"CSKTRIBE-FLT-ELMOSPK-AIS","Elmo State Park","Stream","Montana","MT76L002_070","Sullivan Creek",18629.7375815553,-114.333250000002,47.8343280000011
"CSKTRIBE-FLT-FINLEYSPK-AIS","Finely Point  State Park","Stream","Montana","MT76K001_020","Swan River",18007.6140526715,-114.085025000002,47.7555530000011
"CSKTRIBE-FLT-KINGSPT-AIS","Kings Point","Stream","Montana","MT76K001_020","Swan River",21458.1347545246,-114.133800000002,47.7667660000011
"CSKTRIBE-FLT-POLCITYPK-AIS","Polson City Park","Stream","Montana","MT76K003_061","Piper Creek",18820.7592156585,-114.167000000002,47.6940000000011
"CSKTRIBE-FLT-SALPOINT-AIS","Salish Point Park","Stream","Montana","MT76K003_061","Piper Creek",18555.8714321202,-114.160000000002,47.6970000000011
"CSKTRIBE-FLT-WALSSPK-AIS","Walstead State Park","Stream","Montana","MT76L002_070","Sullivan Creek",23671.3646129861,-114.278125000002,47.8040080000011
"CSKTRIBE-FLT-YELBAYSPK-AIS","Yellow Bay State Park","Stream","Montana","MT76K001_020","Swan River",12451.8882329303,-114.033867000002,47.8729330000011
"CSKTRIBE-JCK-FNM0003","Finley Creek Near Mouth","Stream","Montana","MT76M002_140","Mill Creek",5759.48954578863,-114.101778700002,47.1782196100012
"CSKTRIBE-JCK-JMF0018","South Fork Jocko River near mouth","Stream","Montana","MT76F005_040","West Fork Clearwater River",12531.9205835015,-113.847829800002,47.1958195200011
"CSKTRIBE-JCK-JNA2398","Jocko River below Finley Creek near Arlee","Stream","Montana","MT76M002_140","Mill Creek",6024.89341022311,-114.103264300002,47.1823867500011
"CSKTRIBE-JCK-JNM0090","Jocko Near Mouth","Stream","Montana","MT76M004_032","McCormick Creek",15521.9298089135,-114.299005000002,47.3128965900011
"CSKTRIBE-JCK-VCDS-319","Valley Creek 319 downstream","Stream","Montana","MT76M002_140","Mill Creek",11532.7343607941,-114.173142600002,47.2442496600011
"CSKTRIBE-JCK-VCUS-319","Valley Creek 319 upstream","Stream","Montana","MT76M002_140","Mill Creek",11098.7297717731,-114.174594100002,47.2401855600011
"CSKTRIBE-LBR-ABV-HTSP-WWTP","Hot Springs Creek (Above WWF after hospital) Camas Rd + North Rd","Stream","Montana","MT76M004_040","Josephine Creek",17883.4273964533,-114.394800000002,47.3676000000011
"CSKTRIBE-LBR-BLW-HTSP-WWTP","Hot Springs After Wastewater Treatment Facility (Ding lady Lane)","Stream","Montana","MT76M004_040","Josephine Creek",18073.6238445273,-114.389000000002,47.3681000000011
"CROWNATN-LBHR-010","Little Big Horn River at State Line Hwy418-Little Big Horn Rd Bridge","Stream","Montana","WYBH100800160100_01","Little Bighorn River",5472.88212733897,-107.594444000002,45.0430560000016
"CROWNATN-PASS-010","Pass Creek at Birdinground residence","Stream","Montana","WYBH100800160107_01","West Pass Creek",6978.43369359031,-107.407778000002,45.0430560000016
"CSKTRIBE-LBR-GCDS-319","Garden Creek 319 Downstream","Stream","Montana","MT76N005_070","McGinnis Creek",5368.59270922525,-114.706638900002,47.6581861100011
"CSKTRIBE-LBR-GCUS-319","Garden Creek 319 Upstream","Stream","Montana","MT76N005_070","McGinnis Creek",4889.31329931554,-114.714805600002,47.6595888900011
"CSKTRIBE-LBR-HSC0785","Hot Springs Creek Above Water Supply","Stream","Montana","MT76N005_070","McGinnis Creek",6234.59268728133,-114.691388400002,47.6110059800011
"CSKTRIBE-LBR-LHS2822","Little Bitteroot Below Hot Springs Creek","Stream","Montana","MT76N005_070","McGinnis Creek",17437.2168651971,-114.540650700002,47.6067927700011
"CSKTRIBE-LBR-LNM0046","Little Bitteroot Near Mouth","Stream","Montana","MT76N003_170","Henry Creek",30551.7491597928,-114.335839300002,47.4848631200011
"CSKTRIBE-MSN-319MCUPS","Mission Creek Up Stream","Stream","Montana","MT76M002_140","Mill Creek",8769.54414191534,-114.161411000002,47.2200000000011
"CSKTRIBE-MSN-MBR0453","Mission Creek at National Bison Range","Stream","Montana","MT76M004_032","McCormick Creek",22795.0716712716,-114.250382000002,47.3695310000011
"CSKTRIBE-MSN-MRE2300","Mission Creek Above Reservoir","Stream","Montana","MT76F005_040","West Fork Clearwater River",18352.8587643227,-113.984787200002,47.3196441300011
"CSKTRIBE-MSN-SCDS-319","Sabine Creek Downstream","Stream","Montana","MT76M002_140","Mill Creek",19276.8768213275,-114.114811100002,47.3125194400011
"CSKTRIBE-MSN-SCUS-319","Sabine Creek Upstream","Stream","Montana","MT76M002_140","Mill Creek",19023.9477666384,-114.109861100002,47.3096333300011
"FORTPECK-BigMd_RK00","Missouri River","Stream","Montana","MT40R001_010","Big Muddy Creek",13.3809308830922,-104.611169000002,48.1413160000015
"FORTPECK-BM-S-BM-016","Big Muddy Creek - North","Stream","Montana","MT40R001_010","Big Muddy Creek",2715.35303908443,-104.510550000002,48.5013890000015
"FORTPECK-BM-S-SM-013","Smoke Creek","Stream","Montana","MT40R001_010","Big Muddy Creek",8211.57829894291,-104.754160000002,48.3605560000015
"FORTPECK-MilkR_RK00","Missouri River","Stream","Montana","MT40O001_010","Milk River",18.3981877679455,-106.318809000002,48.0572220000015
"FORTPECK-MoRiv_RK261.6","Missouri River","Stream","Montana","MT40O003_010","Porcupine Creek",4662.82891067235,-106.338611100002,48.2900000000015
"FORTPECK-PR-R-PR-008","Poplar River - South","Stream","Montana","MT40S003_010","Missouri River",7657.25860748707,-105.175000000002,48.1730560000015
"FORTPECK-PR-R-PR-009","Poplar River - Middle","Stream","Montana","MT40S003_010","Missouri River",19496.7070995166,-105.087220000002,48.2763890000015
"FORTPECK-PR-R-PR-010","Poplar River - North","Stream","Montana","MT40Q001_011","Poplar River",28057.2359722016,-105.208880000002,48.4063890000015
"FORTPECK-PR-R-PR-011","Poplar River, West Fork","Stream","Montana","MT40Q001_011","Poplar River",9722.72544502352,-105.430270000002,48.5494440000015
"FORTPECK-PR-R-PR-012","Poplar River, East Fork","Stream","Montana","MT40Q001_011","Poplar River",8964.40535014151,-105.365000000002,48.5511110000015
"FORTPECK-PW-S-LP-004","Little Porcupine Creek - South","Stream","Montana","MT40O001_010","Milk River",21623.5927584869,-106.086660000002,48.2547220000015
"FORTPECK-PW-S-LP-005","Little Porcupine Creek - North","Stream","Montana","MT40O003_010","Porcupine Creek",24087.4777131879,-106.093050000002,48.4225000000014
"FORTPECK-PW-S-TC-007","Tule Creek","Stream","Montana","MT40S001_012","Missouri River",9740.58129655918,-105.496660000002,48.1827780000015
"FORTPECK-PW-S-WC-006","Wolf Creek - South","Stream","Montana","MT40S001_012","Missouri River",7911.31851301672,-105.715830000002,48.1313890000015
"FTBLKNAP-BC-BWCR-02","Big Warm Creek","Stream","Montana","MT40M001_011","Beaver Creek",4228.30775587328,-108.451900000002,48.0082000000014
"FTBLKNAP-FPR-LSCR-01","Little Suction Creek","Stream","Montana","MT40E002_040","Cow Creek",13141.3892145459,-108.845200000002,47.9900000000013
"FTBLKNAP-FPR-LSCR-02","Little Suction Creek","Stream","Montana","MT40E002_040","Cow Creek",9138.37270418289,-108.902800000002,48.0197000000013
"FTBLKNAP-MM-WBCR-05","White Bear Creek","Stream","Montana","MT40J001_012","Milk River",1157.78768823804,-108.485400000002,48.4092000000013
"FTBLKNAP-PC-JBCR-02","Jim Brown Creek","Stream","Montana","MT40I001_050","Lodge Pole Creek",5629.34051235539,-108.593700000002,48.0253000000014
"FTBLKNAP-PC-LDPCR-01","Lodge Pole Creek","Stream","Montana","MT40I001_050","Lodge Pole Creek",2181.07421168311,-108.541400000002,47.9976000000014
"FTBLKNAP-PC-LDPCR-03","Lodge Pole Creek","Stream","Montana","MT40I001_050","Lodge Pole Creek",15375.8014708793,-108.575700000002,48.1188000000014
"FTBLKNAP-PC-LPCR-02","Little Peoples Creek","Stream","Montana","MT40I001_030","South Big Horn Creek",8073.52410891195,-108.694100000002,47.9909000000013
"FTBLKNAP-PC-NFLPCR-01","North Fork Little Peoples Creek","Stream","Montana","MT40I001_050","Lodge Pole Creek",3137.53485411076,-108.616300000002,47.9698000000013
"FTBLKNAP-PC-NFLPCR-02","North Fork Little Peoples Creek","Stream","Montana","MT40I001_030","South Big Horn Creek",3795.94106968861,-108.650800000002,47.9645000000014
"FTBLKNAP-PC-PCR-03","Peoples Creek","Stream","Montana","MT40J001_012","Milk River",14689.237126263,-108.447100000002,48.2807000000013
"FTBLKNAP-PC-SBHCR-02","South Big Horn Creek","Stream","Montana","MT40I001_030","South Big Horn Creek",715.878288822081,-108.631800000002,47.9395000000014
"KOOTENAI_TRIBE_OF_IDAHO_WQX-KR10.5","Troy, MT","Stream","Montana","MT76D001_010","Kootenai River",63.232132126999,-115.885657000002,48.469132000001
"MDEQ_REM_WQX-CML-03","Unnamed Tributary (Mill Cr) to SF Lower Willow Creek by Combination Mill","Stream","Montana","MT76E003_050","South Fork Lower Willow Creek",126.471310005427,-113.390855000002,46.4577310000012
"MDEQ_REM_WQX-CML-03.5","Unnamed Tributary (Mill Cr) to SF Lower Willow Creek above SFLWC confluence","Stream","Montana","MT76E003_050","South Fork Lower Willow Creek",23.7201832890215,-113.391949000002,46.4610380000012
"MDEQ_REM_WQX-GW-RM-BG","Ramsay background monitoring well","Stream","Montana","MT76G003_020","Silver Bow Creek",172.250782224184,-112.694170000002,45.9988900000013
"MDEQ_REM_WQX-GW-RM-NS","Ramsay northside monitoring well","Stream","Montana","MT76G003_040","Browns Gulch Creek",173.293626223791,-112.698060000002,46.0033300000012
"MDEQ_REM_WQX-GW-RM-SS","Ramsay southside monitoring well","Stream","Montana","MT76G003_020","Silver Bow Creek",196.869839657005,-112.659410000002,46.0022200000013
"MDEQ_REM_WQX-MWB-SBC","Mill-Willow Bypass near mouth","Stream","Montana","MT76G003_020","Silver Bow Creek",14.1879171055639,-112.782700000002,46.1783900000013
"MDEQ_REM_WQX-NT-16","South Fork Lower Willow Creek downstream Non-Trust Property","Stream","Montana","MT76E003_050","South Fork Lower Willow Creek",1177.26927137221,-113.309890000002,46.5592500000012
"MDEQ_REM_WQX-SS-01","Blacktail Creek at Father Sheehan Park","Stream","Montana","MT76G003_020","Silver Bow Creek",2600.64360922645,-112.507720000002,45.9853200000013
"MDEQ_REM_WQX-SS-04","Blacktail Creek at Metro Storm Drain Confluence","Stream","Montana","MT76G003_020","Silver Bow Creek",187.294487813353,-112.535920000002,45.9946000000013
"MDEQ_REM_WQX-SS-11C","Silver Bow Creek above Browns Gulch","Stream","Montana","MT76G003_040","Browns Gulch Creek",14.1154467091434,-112.701720000002,46.0033600000013
"MDEQ_WQ_WQX-C01BAGSC01","Baggs Creek","Stream","Montana","MT76G004_020","Little Blackfoot River",4514.28887050179,-112.553230000002,46.3985000000013
"MDEQ_WQ_WQX-C02ROCEF01","Rock Creek East Fork at wilderness boundary","Stream","Montana","MT76E002_020","East Fork Rock Creek",5101.2187081537,-113.365800000002,46.0858000000012
"MDEQ_WQ_WQX-C02WLCMC01","Welcome Creek about 0.25 mile above the mouth","Stream","Montana","MT76E002_010","Rock Creek",122.777998281064,-113.703100000002,46.5618000000012
"MDEQ_WQ_WQX-C03SNWBC01","Snowbank Creek","Stream","Montana","MT76F002_010","Landers Fork",4947.07063387763,-112.623400000002,47.0704000000012
"MDEQ_WQ_WQX-C04FHNFC01","Fish Creek North Fork","Stream","Montana","MT76M002_070","South Fork Fish Creek",8943.36253531066,-114.817400000002,46.9122000000011
"MDEQ_WQ_WQX-C04FIREC01","Fire Creek","Stream","Montana","MT76M002_070","South Fork Fish Creek",8668.48835258725,-114.803900000002,46.8886000000011
"MDEQ_WQ_WQX-C04STATC01","Straight Creek","Stream","Montana","MT76M002_070","South Fork Fish Creek",9058.16117684763,-114.818500000002,46.9100000000011
"MDEQ_WQ_WQX-C05CAMPC10","Camp Creek at Sula Ranger station","Stream","Montana","MT76H002_020","Reimel Creek",1294.51353005588,-113.956170000002,45.8164700000013
"MDEQ_WQ_WQX-C05OBINC02","OBrien Creek 0.5 mi. u/s of mouth","Stream","Montana","MT76H001_030","Bitterroot River",950.047418481249,-114.118821000002,46.8473600000012
"MDEQ_WQ_WQX-C05OBINC10","OBrien Creek 5 mi. u/s of mouth","Stream","Montana","MT76M002_110","Deep Creek",6242.86800436111,-114.210430000002,46.8492760000012
"MDEQ_WQ_WQX-C05SPRGC72","Spring Creek u/s of Teller wetland outlet","Stream","Montana","MT76H004_110","Willow Creek",370.880643996095,-114.128825000002,46.3267960000012
"MDEQ_WQ_WQX-C05TELRW04","Teller Wetland inlet","Stream","Montana","MT76H004_110","Willow Creek",159.888377471826,-114.131223000002,46.3235930000012
"MDEQ_WQ_WQX-C05TELRW05","Teller Wetland surface water","Stream","Montana","MT76H004_110","Willow Creek",118.196902187125,-114.131919000002,46.3241670000012
"MDEQ_WQ_WQX-C05WRMSC10","Warm Springs Creek at WS campground","Stream","Montana","MT76H002_010","East Fork Bitterroot River",2008.07864935246,-114.041330000002,45.8425300000012
"MDEQ_WQ_WQX-C07BEARC01","Bear Creek at Bear Cr trailhead","Stream","Montana","MT76I001_010","Middle Fork Flathead River",192.814466375227,-113.564740000002,48.2336200000011
"MDEQ_WQ_WQX-C08LTWNC03","Lower Twin Creek at Lower Twin Creek access","Stream","Montana","MT76J001_020","South Fork Flathead River",307.526787767433,-113.565090000002,47.9900400000012
"MDEQ_WQ_WQX-C08SPBRR06","Spotted Bear River between Flat and Bent Creeks","Stream","Montana","MT76J001_020","South Fork Flathead River",2793.94737959557,-113.494100000002,47.9372500000011
"MDEQ_WQ_WQX-C09CHEPC01","Chepat Creek near mouth (Stillwater River)","Stream","Montana","MT76P003_040","West Fork Swift Creek",4504.14961850186,-114.733100000002,48.739800000001
"MDEQ_WQ_WQX-C09CHEPC02","Chepat Creek","Stream","Montana","MT76D004_080","Deep Creek",4524.49300642747,-114.727200000002,48.751300000001
"MDEQ_WQ_WQX-C10BONDC01","Bond Creek near mouth (Swan Lake)","Stream","Montana","MT76K001_020","Swan River",3193.3849401111,-113.828900000002,47.9204000000011
"MDEQ_WQ_WQX-C10GLCRC06","Glacier Creek at Glacier Lake trailhead","Stream","Montana","MT76K001_020","Swan River",6149.38999310513,-113.792800000002,47.3813300000011
"MDEQ_WQ_WQX-C13CABGR07","Cabinet Gorge Reservoir just d/s of Blacktail Cr confluence","Stream","Montana","MT76N003_060","Elk Creek",2551.03317321453,-115.890730000002,48.056210000001
"MDEQ_WQ_WQX-C13CANYC01","Canyon Creek off Vermilion Cr Rd","Stream","Montana","MT76N003_130","Vermilion River",112.17140237892,-115.500020000002,47.8547500000011
"MDEQ_WQ_WQX-K01ALEXC01","Alexander Creek at mouth (Kootenai River)","Stream","Montana","MT76D001_010","Kootenai River",162.511903614477,-115.329350000002,48.392710000001
"MDEQ_WQ_WQX-K01BARRC01","Barron Creek near mouth (Lake Koocanusa)","Stream","Montana","MT76D002_110","Bristow Creek",3458.58699982921,-115.301320000002,48.513730000001
"MDEQ_WQ_WQX-K01BIGC01","Big Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_160","East Branch South Fork Big Creek",15778.8159677109,-115.352830000002,48.747420000001
"MDEQ_WQ_WQX-K01BOLDC01","Boulder Creek at mouth (Lake Koocanusa)","Stream","Montana","MT76D002_150","Rexford Face Creek",8795.08022810153,-115.289640000002,48.820390000001
