ActivityTypeCode,ActivityMediaName,TADA.ActivityMediaName,ActivityMediaSubdivisionName,ResultSampleFractionText,TADA.ResultSampleFractionText,CharacteristicName,TADA.CharacteristicName,SubjectTaxonomicName,SampleTissueAnatomyName,MethodSpeciationName,TADA.MethodSpeciationName,TADA.ComparableDataIdentifier,ActivityStartDate,ActivityStartTime.Time,ActivityStartTime.TimeZoneCode,ActivityStartDateTime,ResultMeasureValue,ResultMeasure.MeasureUnitCode,TADA.ResultMeasureValue,TADA.ResultMeasure.MeasureUnitCode,TADA.WQXResultUnitConversion,ResultValueTypeName,TADA.ResultMeasureValueDataTypes.Flag,ResultDetectionConditionText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValue,TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode,TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValue,TADA.ResultDepthHeightMeasure.MeasureValueDataTypes.Flag,ResultDepthHeightMeasure.MeasureUnitCode,TADA.ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ActivityRelativeDepthName,ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValue,TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityDepthHeightMeasure.MeasureUnitCode,TADA.ActivityDepthHeightMeasure.MeasureUnitCode,ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValue,TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityTopDepthHeightMeasure.MeasureUnitCode,TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValue,TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag,ActivityBottomDepthHeightMeasure.MeasureUnitCode,TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode,ResultTimeBasisText,StatisticalBaseCode,ResultFileUrl,ResultAnalyticalMethod.MethodName,ResultAnalyticalMethod.MethodDescriptionText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,ResultAnalyticalMethod.MethodUrl,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionMethod.MethodDescriptionText,SampleCollectionEquipmentName,MeasureQualifierCode,ResultStatusIdentifier,ResultCommentText,ActivityCommentText,HydrologicCondition,HydrologicEvent,DataQuality.PrecisionValue,DataQuality.BiasValue,DataQuality.ConfidenceIntervalValue,DataQuality.UpperConfidenceLimitValue,DataQuality.LowerConfidenceLimitValue,SamplingDesignTypeCode,LaboratoryName,ResultLaboratoryCommentText,ResultIdentifier,ActivityIdentifier,OrganizationIdentifier,OrganizationFormalName,ProjectName,ProjectDescriptionText,ProjectIdentifier,ProjectFileUrl,QAPPApprovedIndicator,QAPPApprovalAgencyName,CountryCode,StateCode,CountyCode,MonitoringLocationName,TADA.MonitoringLocationName,MonitoringLocationTypeName,TADA.MonitoringLocationTypeName,MonitoringLocationDescriptionText,LatitudeMeasure,TADA.LatitudeMeasure,LongitudeMeasure,TADA.LongitudeMeasure,HorizontalCoordinateReferenceSystemDatumName,HUCEightDigitCode,MonitoringLocationIdentifier,TADA.MonitoringLocationIdentifier,AquiferName,AquiferTypeName,LocalAqfrName,ConstructionDateText,WellDepthMeasure.MeasureValue,WellDepthMeasure.MeasureUnitCode,WellHoleDepthMeasure.MeasureValue,WellHoleDepthMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityEndDate,ActivityEndTime.Time,ActivityEndTime.TimeZoneCode,ActivityConductingOrganizationText,SampleAquifer,ActivityLocation.LatitudeMeasure,ActivityLocation.LongitudeMeasure,ResultWeightBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,USGSPCode,BinaryObjectFileName,BinaryObjectFileTypeCode,AnalysisStartDate,ResultDetectionQuantitationLimitUrl,LabSamplePreparationUrl,ActivityStartTime.TimeZoneCode_offset,SourceMapScaleNumeric,HorizontalAccuracyMeasure.MeasureValue,HorizontalAccuracyMeasure.MeasureUnitCode,HorizontalCollectionMethodName,VerticalMeasure.MeasureValue,VerticalMeasure.MeasureUnitCode,VerticalAccuracyMeasure.MeasureValue,VerticalAccuracyMeasure.MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,FormationTypeText,ProjectMonitoringLocationWeightingUrl,DrainageAreaMeasure.MeasureValue,DrainageAreaMeasure.MeasureUnitCode,ContributingDrainageAreaMeasure.MeasureValue,ContributingDrainageAreaMeasure.MeasureUnitCode,ProviderName,LastUpdated,TADA.Remove
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,10/14/2020,11:00:00,MDT,10/14/2020 17:00,0.133,mg/l,0.133,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",,NWIS-119948599,nwisut.01.02100129,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,11/25/2020,,,6,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,10/14/2020,11:00:00,MDT,10/14/2020 17:00,17.7,mg/l asNO3,17.7,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-119948691,nwisut.01.02100129,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,6,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Quality Control Sample-Field Replicate,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,10/1/2020,13:00:00,MDT,10/1/2020 19:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.01,mg/l as N,0.01,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-119948740,nwisut.01.02100130,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,6,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Quality Control Sample-Field Replicate,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,,NITRATE_DISSOLVED_NA_NA,10/1/2020,13:00:00,MDT,10/1/2020 19:00,,,,,No Result Value,Actual,NA - Not Available,Not Detected,Historical Lower Reporting Limit,0.044,mg/l asNO3,0.044,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,70,USGS parameter code 82398,Grab sample  (dip),,Open-Mouth Bottle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-119948767,nwisut.01.02100130,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.77994627,40.77994627,-111.806045,-111.806045,NAD83,16020204,USGS-10172200,USGS-10172200,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,6,24000,1,seconds,Interpolated from MAP.,5403.38,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,7.25,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/5/2020,13:00:00,MST,11/5/2020 20:00,0.442,mg/l as N,0.442,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120019493,nwisut.01.02100142,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/5/2020,13:00:00,MST,11/5/2020 20:00,1.95,mg/l asNO3,1.95,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,40,USGS parameter code 82398,Multiple verticals,,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120019617,nwisut.01.02100142,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/5/2020,10:00:00,MST,11/5/2020 17:00,6.69,mg/l as N,6.69,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120019670,nwisut.01.02100143,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/5/2020,10:00:00,MST,11/5/2020 17:00,29.6,mg/l asNO3,29.6,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120019794,nwisut.01.02100143,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.73355737,40.73355737,-111.9232703,-111.9232703,NAD83,16020204,USGS-10171000,USGS-10171000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4222.64,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,3438,sq mi,3183,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/6/2020,14:40:00,MST,11/6/2020 21:40,1.27,mg/l as N,1.27,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120034635,nwisut.01.02100154,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/6/2020,14:40:00,MST,11/6/2020 21:40,5.62,mg/l asNO3,5.62,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120034654,nwisut.01.02100154,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,35,,,Stream,STREAM,,40.81661107,40.81661107,-112.1007767,-112.1007767,NAD83,16020204,USGS-10172630,USGS-10172630,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4194.01,feet,0.18,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,,,,,NWIS,,FALSE
Quality Control Sample-Field Replicate,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/6/2020,12:00:00,MST,11/6/2020 19:00,1.71,mg/l as N,1.71,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120034682,nwisut.01.02100155,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,618,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Quality Control Sample-Field Replicate,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/6/2020,12:00:00,MST,11/6/2020 19:00,7.58,mg/l asNO3,7.58,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US DH-81,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120034701,nwisut.01.02100155,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,57,,,Stream,STREAM,,41.2782765,41.2782765,-112.0918866,-112.0918866,NAD83,16020102,USGS-10141000,USGS-10141000,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,,,,,,71851,,,,,,7,,5,seconds,Interpolated from MAP.,4200.22,feet,0.01,feet,Level or other surveyed method.,NAVD88,,,2081,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/19/2020,11:00:00,MST,11/19/2020 18:00,0.187,mg/l as N,0.187,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120095032,nwisut.01.02100203,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Suspended,SUSPENDED,Nitrogen,NITROGEN,,,,,NITROGEN_SUSPENDED_NA_MG/L,11/19/2020,11:00:00,MST,11/19/2020 18:00,0.034,mg/l,0.034,MG/L,Convert,Actual,Numeric,,Long Term Method Detection Level,0.03,mg/l,0.03,MG/L,Numeric,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,"TPN, GF/F, combusion",,COMB7,USGS,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,"USGS-National Water Quality Lab, Denver, CO",below the reporting level but at or above the detection level,NWIS-120095067,nwisut.01.02100203,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,49570,,,12/23/2020,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/19/2020,11:00:00,MST,11/19/2020 18:00,0.829,mg/l asNO3,0.829,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",,US DH-81 with Teflon cap and nozzle,,Accepted,,,"Stable, normal stage",Routine sample,,,,,,,,,NWIS-120095159,nwisut.01.02100203,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Stream,STREAM,,40.66430556,40.66430556,-111.898861,-111.898861,NAD83,16020204,USGS-10168000,USGS-10168000,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,,1,seconds,Interpolated from Digital MAP.,4254.24,feet,0.13,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,46,sq mi,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/19/2020,15:40:00,MST,11/19/2020 22:40,0.028,mg/l as N,0.028,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US D-95 plastic bottle,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120136811,nwisut.01.02100272,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,9,,,Stream,STREAM,,40.90829296,40.90829296,-109.422914,-109.422914,NAD83,14040106,USGS-09234500,USGS-09234500,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,24000,1,seconds,Interpolated from MAP.,5594.21,feet,0.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,19400,sq mi,15100,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Surface Water,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/19/2020,15:40:00,MST,11/19/2020 22:40,0.122,mg/l asNO3,0.122,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,,,NA - Not Available,,,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,10,USGS parameter code 82398,Equal width increment (ewi),,US D-95 plastic bottle,,Accepted,,,"Stable, low stage",Routine sample,,,,,,,,,NWIS-120136834,nwisut.01.02100272,USGS-UT,USGS Utah Water Science Center,,,,,,,US,49,9,,,Stream,STREAM,,40.90829296,40.90829296,-109.422914,-109.422914,NAD83,14040106,USGS-09234500,USGS-09234500,,,,,,,,,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,24000,1,seconds,Interpolated from MAP.,5594.21,feet,0.12,feet,GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System,NAVD88,,,19400,sq mi,15100,sq mi,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS N,NITRATE_DISSOLVED_AS N_MG/L,11/4/2020,16:30:00,MST,11/4/2020 23:30,8.58,mg/l as N,8.58,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,83,25.2984,Numeric,feet,m,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Not applicable,,,,,,,,,NWIS-120161227,nwisut.01.02100280,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Well,WELL,,40.58994167,40.58994167,-111.8580472,-111.8580472,NAD83,16020204,USGS-403524111512901,USGS-403524111512901,Basin and Range basin-fill aquifers,Unconfined single aquifer,,6/14/1999,88.5,ft,88.5,ft,,,,,U.S. Geological Survey,,,,,,,618,,,,,,7,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4640,feet,5,feet,Interpolated from topographic map.,NGVD29,Valley Fill,,,,,,NWIS,,FALSE
Sample-Routine,Water,WATER,Groundwater,Dissolved,DISSOLVED,Nitrate,NITRATE,,,,AS NO3,NITRATE_DISSOLVED_AS NO3_MG/L,11/4/2020,16:30:00,MST,11/4/2020 23:30,38,mg/l asNO3,38,MG/L,Convert,Actual,Numeric,,,,,,,NA - Not Available,,,NA - Not Available,,,,,83,25.2984,Numeric,feet,m,,,NA - Not Available,,,,,NA - Not Available,,,,,,Computation by NWIS algorithm,"NWIS User's Manual, QW System, Section 3.6.7",ALGOR,USGS,,USGS,USGS,USGS,,Unknown,,Preliminary,,,Not applicable,Not applicable,,,,,,,,,NWIS-120161532,nwisut.01.02100280,USGS-UT,USGS Utah Water Science Center,,,National Water Quality Assessment Program (NAWQA),,,,US,49,35,,,Well,WELL,,40.58994167,40.58994167,-111.8580472,-111.8580472,NAD83,16020204,USGS-403524111512901,USGS-403524111512901,Basin and Range basin-fill aquifers,Unconfined single aquifer,,6/14/1999,88.5,ft,88.5,ft,,,,,U.S. Geological Survey,,,,,,,71851,,,,,,7,24000,0.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),4640,feet,5,feet,Interpolated from topographic map.,NGVD29,Valley Fill,,,,,,NWIS,,FALSE
